frequency,amplitude,label
5029.802849180674,811.9484349268802,0
4991.704141929729,773.9706946330215,0
5038.8613122860415,704.7704295936139,0
5091.381791384481,648.2450577835541,0
4985.9507975166,755.8578650890872,0
4985.951782583049,731.47883083374,0
5094.752768930443,771.6154576022186,0
5046.046083749175,750.8137441345575,0
4971.8315368439025,783.9642172255468,0
5032.553602615158,657.1811830751545,0
4972.194938431252,805.3915252507461,0
4972.0562147857845,715.807968375392,0
5014.517736293962,866.0208698100212,0
4885.203185320532,644.8649745528346,0
4896.504930049218,838.87710425322,0
4966.262748245542,715.8328626770118,0
4939.230132779934,647.8865597108442,0
5018.854839955717,661.2891332756543,0
4945.518555468728,674.3722153444544,0
4915.261777919883,733.9332757121533,0
5087.9389261352935,741.82683904284,0
4986.4534219708075,654.1039996849137,0
5004.051692281276,698.0516326191214,0
4914.515108827192,871.3816286889491,0
4967.337036528489,838.2034536080569,0
5006.655355382592,734.9058935739225,0
4930.940385354662,703.040278253456,0
5022.54188110074,709.6025061374609,0
4963.961678604872,749.0814378184333,0
4982.498375012404,618.1765947841276,0
4963.897603266236,679.4098770061324,0
5111.1366910705365,566.5132740897928,0
4999.190166515724,731.9378498084224,0
4936.537344262646,751.7756751762192,0
5049.352694726192,661.3450830160501,0
4926.749381001739,825.9189410632026,0
5012.531815700286,601.9387469598128,0
4882.419792567213,582.8500095832144,0
4920.308837066094,717.9561454847977,0
5011.811674152147,783.7678642089724,0
5044.307994799725,834.7142153166295,0
5010.282096871399,663.2892589704848,0
4993.061103056705,786.2944666745036,0
4981.933778264643,696.9193224399435,0
4911.288680577954,686.1898160047344,0
4956.809347496317,770.6927949989338,0
4972.361673742413,752.1858302730735,0
5063.427333573135,573.88862744126,0
5020.617097374107,818.1232279780717,0
4894.217590678236,810.4073083317961,0
5019.445038163688,649.9549838792376,0
4976.895063175021,731.6642826749927,0
4959.384679981643,739.5224149026191,0
5036.700577330452,720.8539012659126,0
5061.859971349757,655.9755876923664,0
5055.876807146972,646.2701305649559,0
4949.646948606642,697.9556743206844,0
4981.447257448927,793.8183215407491,0
5019.875805884214,743.4880123675546,0
5058.532707627342,670.3508534331115,0
4971.2495457292825,761.7358968518676,0
4988.860461400171,472.11659034959393,0
4933.6199015596385,791.9012560297683,0
4928.22760255516,560.8228976977521,0
5048.751549343652,671.0047246877494,0
5081.374401714249,610.4264084299085,0
4995.67939270518,596.4254819423276,0
5060.211973873522,792.8661429902816,0
5021.698161502858,662.5839038950487,0
4961.292814723693,727.7203105384573,0
5021.683736330505,696.2463536896653,0
5092.282193987958,738.1632661778497,0
4997.850437653403,706.1457512848204,0
5093.87861934884,597.3606220649144,0
4842.815293754616,779.7013455557712,0
5049.314150262513,660.499473347095,0
5005.22282409429,575.47344810722,0
4982.059558972048,665.750787122727,0
5005.50564659213,820.0607832507449,0
4880.745865123947,768.0177393690794,0
4986.819686729749,672.1078292473712,0
5021.426754290705,672.0593836545257,0
5088.673642684491,674.2691959026093,0
4968.903786903581,866.1398386848673,0
4951.490383826409,730.5548361785243,0
4969.894577384928,734.4033317752856,0
5054.924127062124,782.4226763225474,0
5019.725066579581,719.1031327221211,0
4968.214387773977,679.2766283343437,0
5030.796045986802,684.2920120732017,0
5005.824652960882,694.2718992468749,0
5058.118699431973,697.0222210792127,0
4957.876814367359,758.2103634909583,0
4980.340271204134,704.155670864584,0
4976.47351081207,758.6112061772463,0
4912.189103112073,693.5426735913134,0
5017.767216623874,706.2908152252872,0
5015.663316330793,540.1439452374314,0
5000.306807398548,773.3062139761985,0
4985.924771997491,727.7190780718394,0
4915.077755476975,779.8408087887722,0
4974.7612806340785,468.2995697445049,0
4979.437129008394,867.0699763824582,0
4951.863363846703,688.8328297475861,0
4990.32285730004,788.6546253390013,0
5024.243051408872,616.8075258299575,0
5113.171154072632,749.0219124050055,0
5010.474668769911,615.7267549461075,0
5015.453023443366,650.0984831443355,0
4995.53324505403,853.122508309343,0
4884.8737270820575,684.7454079389323,0
4998.409167473047,717.3946298543779,0
5003.613812596462,769.6054184551003,0
5147.794526749117,739.6545510378083,0
4988.458342113133,712.0335124114861,0
5018.092840540016,729.196880197298,0
4997.917293817685,892.273246819062,0
4929.879317742828,695.3904962373132,0
5068.569368870902,716.0879237371973,0
5045.115981961207,784.0523516806089,0
5047.461916822583,788.4420746366387,0
4945.436752712316,794.9624244448304,0
5084.167658656166,751.0984177623347,0
4915.8889362324635,608.5596069815613,0
5035.2114256280165,830.6745225840876,0
5131.427337548599,608.2923685585049,0
4940.567820492159,724.2108372191227,0
4966.0221362238335,639.6579319984513,0
5005.979081905259,694.8689322725606,0
4969.791460753028,726.3009928242784,0
4906.960194136032,725.7085772360218,0
5004.113778488361,733.7536603388228,0
4936.2617771764335,829.0969015246917,0
5028.415545838111,736.2827441211184,0
4944.8345459459715,680.4674691767481,0
5092.996064301053,777.1269734630686,0
4953.004802459825,795.1576391139713,0
4980.676309027659,601.7913747890406,0
5048.8110330421805,747.7920055879887,0
4926.148141013962,756.0938193848718,0
5013.647596076248,676.1949197312007,0
5078.428565256946,810.0565450649295,0
4903.551005926326,687.9955530373978,0
5011.078031511938,710.0461162777234,0
5015.592967654906,686.1542540572905,0
5046.909372306639,701.2463238065174,0
4925.7829573473155,612.2979930483839,0
4920.772603214943,584.7959293924564,0
5031.316493937014,827.5604050579977,0
5017.8190803939915,632.2430921345338,0
5015.029571020753,620.6886120434954,0
5020.7868925698185,527.7287909117028,0
4959.198516705291,648.8830601848398,0
5013.93522182966,594.1528165274001,0
5017.584348397921,831.3612128109096,0
4957.138914918418,780.7853671474107,0
5111.946470668686,644.9479723857821,0
5028.429975254708,880.1948644275446,0
4928.521790167841,778.5412389593275,0
5039.3932165180295,674.0134893193102,0
4941.519099786361,500.0475428101141,0
5047.225076224547,883.2754058072594,0
5069.515734740444,588.8342026589123,0
4950.759060898898,568.3681002434487,0
5057.802567754659,781.8056345607712,0
5024.76685561619,895.1801925071418,0
5049.323609599669,810.7418254808415,0
5113.807578959237,745.1127296041888,0
4985.276713039828,747.5803473332229,0
4954.77583013855,768.2732447024246,0
4946.629134222469,760.7142871829412,0
4951.051382902074,722.4953139175501,0
4995.373897435154,708.33608831615,0
5020.469118488999,694.9925497680382,0
5016.601447959802,639.6828328906658,0
5049.630994942161,677.5459938506581,0
5000.780113512675,564.5634548643692,0
5087.212044629439,692.13282985642,0
4984.120590005723,620.9127114279266,0
5163.210149995377,611.7128546227383,0
5037.540040865901,714.3915320922782,0
4948.570546615023,811.360182907568,0
4935.746450116333,773.465328480185,0
5028.948344914591,574.3599517101459,0
4986.592232880449,620.829749074373,0
5042.840029645526,775.2616950390573,0
5028.394257474412,621.4010085169352,0
4995.6302652405875,682.0293480002381,0
4949.192376915896,744.0041679219642,0
4909.109166518848,622.5324436109092,0
4973.209102875979,708.4300404916768,0
5051.383927659408,593.2779604065437,0
5012.845624647813,651.8905884839029,0
4925.255673277281,725.582554731403,0
5010.390855551071,572.5605013174664,0
5023.11904278373,735.2379790368319,0
4946.968553827932,698.4289760858655,0
5009.223506356731,744.1991963533718,0
5003.49252310676,717.9131307251729,0
4931.421782130163,809.1312343979075,0
5021.467241620897,710.0179602118326,0
5033.647071582094,665.6475567099798,0
5064.9830745905165,709.7838002425827,0
5063.228123122094,743.463842322911,0
4917.339837922575,703.9088056260564,0
4943.730497605093,703.2473352963106,0
5030.902116032519,643.8406649754596,0
5030.827157054732,646.9679265959242,0
5030.902861178363,587.7915782560245,0
5231.163889439284,839.9661394549552,0
5034.25343064159,600.4909411686972,0
5068.133938410836,644.5675841763274,0
5057.240105809592,642.5274187544642,0
5039.083475078348,771.5939501555553,0
4981.083845321579,676.4040257366378,0
5045.538153229596,799.8193658138987,0
4953.630487127745,646.1207500604905,0
4985.7908835956,722.3195329779041,0
4970.8781871302535,633.1722357392194,0
5004.9124483631795,871.611930221871,0
5138.87951400041,604.992126477639,0
4887.964088444495,724.7856568181622,0
5041.175611422471,750.7021504745679,0
4903.237047728621,733.1039277961198,0
4971.684088052634,685.1769872897834,0
5065.337035818042,689.6143440213259,0
5003.856801145727,703.5049177583288,0
4935.335313324242,688.2398398697209,0
4957.081777444402,777.1103293435928,0
5040.77586493608,876.8418401273082,0
4956.178002096972,655.4006571993733,0
5012.987515374918,590.4157616336738,0
5002.7343103942285,692.9374361318996,0
4960.903979143651,906.3767470123455,0
5128.636645359519,635.7060345624216,0
5038.035141339081,831.1293444355254,0
4878.491444800544,834.2160651261153,0
5011.187258886166,655.7129406633604,0
4960.292812113897,745.518646334822,0
5051.146000087773,830.271729850283,0
4952.448755694038,669.6697807210011,0
4993.115813511986,683.7135711918111,0
5030.299236738828,653.4655268841085,0
5051.945311650207,618.8194615445707,0
4927.982215576653,648.0577963947194,0
4979.929925849543,602.0847786590194,0
4971.503281330342,702.7266774607381,0
4960.800246045577,638.4021415153087,0
5105.927254416866,718.7028729432598,0
5024.298902657657,575.5283483037098,0
4924.346962739897,726.4704185771566,0
5055.071716823287,766.6823169287139,0
5127.329371820758,540.5011485942836,0
5061.947915633069,729.9245255878058,0
4908.837802042759,798.2135193978634,0
4970.945955628025,603.2287185047036,0
5076.014668951198,833.8057909470162,0
4957.539832062873,733.5215207492836,0
5026.629165688773,643.5990515393273,0
5046.4780432057605,695.5384737873835,0
4944.384171705315,744.6661530017378,0
4996.428478636292,706.0804313129929,0
4805.523959595856,743.1004793957095,0
4938.536741519943,626.3461125536508,0
4984.8459109164105,713.5488659228862,0
4925.133009082109,586.9028402476016,0
5097.944678235898,691.1019150921039,0
4914.191517322362,627.6873886828168,0
4973.597330798181,641.1576045928186,0
5007.844434637165,798.887454016835,0
5086.476397343967,787.3048096475416,0
4913.848270929234,748.7310496725742,0
5069.789825129297,612.6149788261937,0
5000.613983661176,674.6873240244158,0
4941.1094809371225,797.0478159983347,0
5027.726208455796,711.3373530911924,0
5011.943581734408,885.5463631985356,0
4963.986987370472,731.4654271515498,0
5004.188125099401,715.3639293192025,0
4976.881184188294,675.2706828638,0
5006.811040715075,710.6832723825826,0
5039.727840471262,687.8024130895565,0
5095.161008968721,756.6486941350872,0
4925.731070070389,776.5361853435668,0
5127.982002479376,637.1208431593641,0
4882.87473202865,593.5013637153777,0
4990.892894297865,553.1035701517362,0
5035.2990323890745,740.6393061530035,0
5016.859512064102,611.7306715060902,0
4962.638028810765,527.7687525638014,0
4987.512664978563,731.0862883624771,0
4970.41994392047,899.4399613946232,0
4964.6381145833475,699.5143270768085,0
5050.976125821261,767.0792619561314,0
5021.420929157903,706.5463486838051,0
4958.425424284361,692.0888277447086,0
5053.975992525995,773.5261186390214,0
5018.437971252597,676.7780364649079,0
5048.771727130337,721.3913851257522,0
5037.777730515417,725.7358244956811,0
4950.260299344675,646.5527637085561,0
4966.389137588182,779.3633879629218,0
5044.837616307395,686.0032194643674,0
5036.622215926008,639.5403872405724,0
4998.745904362151,742.9207874856323,0
5007.039642998527,628.122561456717,0
5076.659893747305,702.2544925895303,0
4964.50571666985,699.2704802684638,0
5032.825842870202,786.8716452665262,0
4987.868440853967,737.9758586303963,0
4986.939127806367,697.9978433003885,0
5065.926611119231,765.4213039360229,0
5049.524980939282,811.2166039213851,0
5048.810578160038,744.624824508149,0
5078.32872842926,700.8282095874705,0
5001.2602304979655,595.0531014119872,0
5040.9171782776975,614.7909069539702,0
4981.383994604393,675.5820236516266,0
5019.449981149307,651.2390238272574,0
4992.191416737939,685.0422957611643,0
5005.819757899563,704.5319939917686,0
5035.709421526215,742.3754203485385,0
4950.906759005991,694.3600977552727,0
5125.543236541128,738.9201315060961,0
4939.638957110018,705.1579531848096,0
4927.148683232736,541.9626746916903,0
5069.486652410004,624.8531684944996,0
5047.499761637776,688.4729955422707,0
5037.447189023129,603.2244205727114,0
5037.700730555856,747.9942983996964,0
4999.265193629185,822.4600665874958,0
4946.16473771085,797.5009481357854,0
5004.548273491623,682.9245703255833,0
4959.370297309273,819.2580909479962,0
5058.507184005065,711.8933965761689,0
4991.176557109871,673.0331223105569,0
4950.470168192449,650.9277869167248,0
4980.71684950082,675.8024250809498,0
5024.775887256537,668.9458545167017,0
4966.176526831761,713.633297790039,0
4950.6667762660145,712.8459184839892,0
5014.621232689515,700.2436816122731,0
5014.697994266523,734.955053579708,0
4969.583409477732,795.2517019829073,0
4971.737701662901,775.9643308353059,0
5013.922996241458,581.2081625240078,0
4913.11493951016,495.6863092078436,0
4915.552173537407,774.7455928991419,0
4956.8933467248535,590.6497041267663,0
4987.193170897289,682.0187678485853,0
5018.65445393588,606.3909579152512,0
5088.5213730169735,555.8415649935985,0
5051.459577392121,743.317018256383,0
4990.403688202195,760.7324128242118,0
4998.859027525838,653.8791679418624,0
4939.848238121732,492.7166166284072,0
4998.8892118404565,656.3004441398014,0
4982.680481664792,731.3443204322037,0
5019.363113620286,581.6870744980697,0
4950.366143386861,714.6687935823325,0
5031.16079085447,698.7752120661604,0
5091.964334780155,746.343319968087,0
4993.474391092588,709.5664294731323,0
5024.102703325936,622.1544847294756,0
5041.408639502667,795.7257201331593,0
4975.92677168685,687.3176341578423,0
5013.445548908625,697.8156368392055,0
5000.755544046908,625.3385632741443,0
5005.86056591293,664.5374199046792,0
4953.619412968672,629.2157828778479,0
5001.470610455536,686.1643152061262,0
5029.879897474727,836.9366784113874,0
5087.068616467703,590.2479085654915,0
5057.556249565112,570.9150881698607,0
5129.190947450694,817.6936261994887,0
4953.959146226717,683.2541058278507,0
5052.339238203241,646.4741809072067,0
5011.000520344302,783.1923749916862,0
5131.38817599306,651.5507568210509,0
4951.5021028786905,846.0807770837549,0
4949.616689469153,754.2340697071415,0
4964.036441273359,660.9670873483437,0
